typepsc;stypepsc;nnn;lib_stype;surf;symb_surf;d_symb_surf;lin;symb_lin;d_symb_lin;pt;symb_pct;d_symb_pct;etiquette;plu_psmv;classement
05;03;001;Emplacement réservé aux installations d’intérêt général;S;PSC-S_05-03_001;;;;;;;;05-03_001;psmv;sous-code
05;04;001;Emplacement réservé aux espaces verts/continuités écologiques;S;PSC-S_05-04_001;;;;;;;;05-04_001;psmv;sous-code
05;05;001;Emplacement réservé logement social/mixité sociale;S;PSC-S_05-05_001;;;;;;;;05-05_001;psmv;sous-code
05;06;001;Servitude de localisation des voies, ouvrages publics, installations d’intérêt général et espaces verts en zone U ou AU;S;PSC-S_05-06_001;;;;;;;;05-06_001;psmv;sous-code
05;07;001;Secteur de projet en attente d’un projet d’aménagement global;S;PSC-S_05-07_001;Motif de points\n• distance horizontale : 12 pt\n• distance verticale : 12 pt\n\n    Symbole simple\n    • couleur de trait : RVB 255,85,0 (#ff5500)\n    • largeur de trait : 0.8 pt\n    • nom du symbole : cross\n    • style de trait : ligne continue\n    • taille : 6 pt\n\nLigne simple\n• couleur : RVB 255,85,0 (#ff5500)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;05-07_001;plu;symbole
05;08;001;Emplacements réservés à la relocalisation d’équipements, de constructions et d’installations exposés au recul du trait de côte;S;PSC-S_05-08_001;;;;;;;;05-08_001;psmv;sous-code
07;00;001;Patrimoine bâti, paysager ou éléments de paysages à protéger pour des motifs d'ordre culturel, historique, architectural ou écologique;S;PSC-S_07-00_001;Motif de points  \n        • distance horizontale : 20 pt\n        • distance verticale : 20 pt\n            Symbole de police\n            • caractère(s) : unicode 234\n            • couleur de remplissage : RVB 56,168,0 (#38A800)\n            • famille de police : Wingdings 2\n            • taille : 10 pt\n        \n        • distance horizontale : 20 pt\n        • distance verticale : 20 pt\n            Symbole de police\n            • caractère(s) : unicode 234\n            • couleur de remplissage : RVB 115,0,0 (#730000)\n            • famille de police : Wingdings 2\n            • taille : 15 pt\n\nLigne simple\n• couleur : RVB 56,168,0 (#38A800)\n• largeur de trait : 0.8 pt\n• style de trait : tiret 5 5\n• décalage le long de la ligne : 0 pt\n\nLigne simple\n• couleur : RVB 115,0,0 (#730000)\n• largeur de trait : 0.8 pt\n• style de trait : tiret 5 5\n• décalage le long de la ligne : 5 pt;L;PSC-L_07-00_001;Ligne de symboles\n  • décalage le long de la ligne : 0 pt\n  • intervalle : 18 pt\n\n      Symbole de police\n      • caractère(s) : unicode 234\n      • couleur de remplissage : RVB 56,168,0 (#38A800)\n      • famille de police : Wingdings 2\n      • taille : 10 pt\n  \n      Symbole de police\n      • caractère(s) : unicode 234\n      • couleur de remplissage : RVB 115,0,0 (#730000)\n      • famille de police : Wingdings 2\n      • taille : 15 pt\n  \nLigne simple\n• couleur : RVB 56,168,0 (#38A800)\n• largeur de trait : 1 pt\n• style de trait : tiret 18 18\n• décalage le long de la ligne : 0 pt\n\nLigne simple\n• couleur : RVB 115,0,0 (#730000)\n• largeur de trait : 1 pt\n• style de trait : tiret 18 18\n• décalage le long de la ligne : 18 pt;P;PSC-P_07-00_001;Symbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 56,168,0 (#38A800)\n• famille de police : Wingdings 2\n• taille : 10 pt\n\nSymbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 115,0,0 (#730000)\n• famille de police : Wingdings 2\n• taille : 15 pt;07-00_001;plu;symbole
07;01;001;Patrimoine bâti à protéger pour des motifs d'ordre culturel, historique, architectural;S;PSC-S_07-01_001;Motif de points\n• distance horizontale : 20 pt\n• distance verticale : 20 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 168,112,0 (#A87000)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 115,0,0 (#730000)\n    • famille de police : Wingdings 2\n    • taille : 15 pt\n\nLigne simple\n• couleur : RVB 115,0,0 (#730000)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_07-01_001;Ligne de symboles\n• décalage le long de la ligne : 0 pt\n• intervalle : 18 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 168,112,0 (#A87000)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 115,0,0 (#730000)\n    • famille de police : Wingdings 2\n    • taille : 15 pt\n\nLigne simple\n• couleur : RVB 115,0,0 (#730000)\n• largeur de trait : 1 pt\n• style de trait : ligne continue;P;PSC-P_07-01_001;Symbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 168,112,0 (#A87000)\n• famille de police : Wingdings 2\n• taille : 10 pt\n\nSymbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 115,0,0 (#730000)\n• famille de police : Wingdings 2\n• taille : 15 pt;07-01_001;plu;symbole
07;02;001;Patrimoine paysager à protéger pour des motifs d'ordre culturel, historique, architectural;S;PSC-S_07-02_001;Motif de points\n• distance horizontale : 20 pt\n• distance verticale : 20 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 168,168,0 (#A8A800)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 115,0,0 (#730000)\n    • famille de police : Wingdings 2\n    • taille : 15 pt\n\nLigne simple\n• couleur : RVB 115,0,0 (#730000)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_07-02_001;Ligne de symboles\n• décalage le long de la ligne : 0 pt\n• intervalle : 18 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 168,168,0 (#A8A800)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 115,0,0 (#730000)\n    • famille de police : Wingdings 2\n    • taille : 15 pt\n\nLigne simple\n• couleur : RVB 115,0,0 (#730000)\n• largeur de trait : 1 pt\n• style de trait : ligne continue;P;PSC-P_07-02_001;Symbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 168,168,0 (#A8A800)\n• famille de police : Wingdings 2\n• taille : 10 pt\n\nSymbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 115,0,0 (#730000)\n• famille de police : Wingdings 2\n• taille : 15 pt;07-02_001;plu;symbole
07;03;001;Patrimoine paysager correspondant à un espace boisé à protéger pour des motifs d'ordre culturel, historique, architectural;S;PSC-S_07-03_001;Motif de points\n• distance horizontale : 20 pt\n• distance verticale : 20 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 209,255,115 (#D1FF73)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 115,0,0 (#730000)\n    • famille de police : Wingdings 2\n    • taille : 15 pt\n\nLigne simple\n• couleur : RVB 115,0,0 (#730000)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_07-03_001;Ligne de symboles\n• décalage le long de la ligne : 0 pt\n• intervalle : 18 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 209,255,115 (#D1FF73)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 115,0,0 (#730000)\n    • famille de police : Wingdings 2\n    • taille : 15 pt\n\nLigne simple\n• couleur : RVB 115,0,0 (#730000)\n• largeur de trait : 1 pt\n• style de trait : ligne continue;P;PSC-P_07-03_001;Symbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 209,255,115 (#D1FF73)\n• famille de police : Wingdings 2\n• taille : 10 pt\n\nSymbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 115,0,0 (#730000)\n• famille de police : Wingdings 2\n• taille : 15 pt;07-03_001;plu;symbole
07;04;001;Éléments de paysage, (sites et secteurs) à préserver pour des motifs d'ordre écologique;S;PSC-S_07-04_001;Motif de points\n• distance horizontale : 20 pt\n• distance verticale : 20 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 168,168,0 (#A8A800)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 56,168,0 (#38A800)\n    • famille de police : Wingdings 2\n    • taille : 15 pt\n\nLigne simple\n• couleur : RVB 56,168,0 (#38A800)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_07-04_001;Ligne de symboles\n• décalage le long de la ligne : 0 pt\n• intervalle : 18 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 168,168,0 (#A8A800)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 56,168,0 (#38A800)\n    • famille de police : Wingdings 2\n    • taille : 15 pt\n\nLigne simple\n• couleur : RVB 56,168,0 (#38A800)\n• largeur de trait : 1 pt\n• style de trait : ligne continue;P;PSC-P_07-04_001;Symbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 168,168,0 (#A8A800)\n• famille de police : Wingdings 2\n• taille : 10 pt\n\nSymbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 56,168,0 (#38A800)\n• famille de police : Wingdings 2\n• taille : 15 pt;07-04_001;plu;symbole
07;05;001;Éléments de paysage correspondant à un espace boisé, (sites et secteurs) à préserver pour des motifs d'ordre écologique;S;PSC-S_07-05_001;Motif de points\n• distance horizontale : 20 pt\n• distance verticale : 20 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 209,255,115 (#D1FF73)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 56,168,0 (#38A800)\n    • famille de police : Wingdings 2\n    • taille : 15 pt\n\nLigne simple\n• couleur : RVB 56,168,0 (#38A800)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_07-05_001;Ligne de symboles\n• décalage le long de la ligne : 0 pt\n• intervalle : 18 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 209,255,115 (#D1FF73)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\n    Symbole de police\n    • caractère(s) : unicode 234\n    • couleur de remplissage : RVB 56,168,0 (#38A800)\n    • famille de police : Wingdings 2\n    • taille : 15 pt\n\nLigne simple\n• couleur : RVB 56,168,0 (#38A800)\n• largeur de trait : 1 pt\n• style de trait : ligne continue;P;PSC-P_07-05_001;Symbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 209,255,115 (#D1FF73)\n• famille de police : Wingdings 2\n• taille : 10 pt\n\nSymbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 56,168,0 (#38A800)\n• famille de police : Wingdings 2\n• taille : 15 pt;07-05_001;plu;symbole
07;50;001;Immeuble bâti dont les parties intérieures et extérieures sont protégées en totalité, à conserver, restaurer et mettre en valeur;S;PSC-S_07-50_001;Remplissage simple\n• couleur de remplissage : RVB 0,0,0 (#000000)\n• couleur de trait : RVB 102,102,102 (#666666)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;07-50_001;psmv;symbole
07;51;001;Élément intérieur particulier protégé, à conserver, restaurer et mettre en valeur;S;PSC-S_07-51_001;Remplissage de centroïde\n• dessiner le point sur toutes les parties d'une entité multi-parties : oui\n• forcer le point dans le polygone : oui\n\n    Symbole de police\n    • caractère(s) : [txt] (unicode 91)\n    • couleur de remplissage : RVB 0,0,0 (#000000)\n    • décalage (en x, en y) : 0,-1 pt\n    • famille de police : Times New Roman\n    • taille : 8 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 255,255,255 (#ffffff)\n    • couleur de trait : RVB 0,0,0 (#000000)\n    • largeur de trait : 1 pt\n    • nom du symbole : square\n    • style de trait : ligne continue\n    • taille : [7 + 5 * length(txt)] pt;;;;P;PSC-P_07-51_001;Symbole de police\n• caractère(s) : [txt] (unicode 91)\n• couleur de remplissage : RVB 0,0,0 (#000000)\n• décalage (en x, en y) : 0,-1 pt\n• famille de police : Times New Roman\n• taille : 8 pt\n\nSymbole simple\n• couleur de remplissage : RVB 255,255,255 (#ffffff)\n• couleur de trait : RVB 0,0,0 (#000000)\n• largeur de trait : 1 pt\n• nom du symbole : square\n• style de trait : ligne continue\n• taille : [7 + 5 * length(txt)] pt;07-51_001;psmv;symbole
07;52;001;Immeuble bâti dont les parties extérieures sont protégées (façades, toitures, etc.), à conserver, restaurer et mettre en valeur;S;PSC-S_07-52_001;Remplissage simple\n• couleur de remplissage : RVB 102,102,102 (#666666)\n• couleur de trait : RVB 0,0,0 (#000000)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;07-52_001;psmv;symbole
07;53;001;Mur de soutènement, rempart ou mur de clôture protégé, à conserver, restaurer et mettre en valeur;;;;L;PSC-L_07-53_001;Ligne simple\n• couleur : RVB 0,0,0 (#000000)\n• largeur de trait : 4.6 pt\n• style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 102,102,102 (#666666)\n• largeur de trait : 3 pt\n• style de trait : ligne continue;;;;07-53_001;psmv;symbole
07;54;001;Élément extérieur particulier protégé (portail, clôture, puits, fontaine, statue, décor, etc.), à conserver, restaurer et mettre en valeur;;;;;;;P;PSC-P_07-54_001;Symbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 102,102,102 (#666666)\n• famille de police : Wingdings 2\n• taille : 18 pt\n\nSymbole de police\n• caractère(s) : unicode 234\n• couleur de remplissage : RVB 255,255,255 (#ffffff)\n• famille de police : Wingdings 2\n• taille : 12 pt;07-54_001;psmv;symbole
07;55;001;Séquence, composition, ordonnance architecturale ou urbaine protégée, à conserver, restaurer et mettre en valeur;;;;L;PSC-L_07-55_001;Ligne de symboles\n• intervalle : 6 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 102,102,102 (#666666)\n    • nom du symbole : equilateral_triangle\n    • taille : 8 pt;;;;07-55_001;psmv;symbole
07;56;001;Séquence naturelle protégée (front rocheux, falaise, etc.), à conserver, restaurer et mettre en valeur;;;;L;PSC-L_07-56_001;Ligne de symboles\n• intervalle : 6 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 90,140,40 (#5a8c28)\n    • nom du symbole : equilateral_triangle\n    • taille : 8 pt;;;;07-56_001;psmv;symbole
07;57;001;Parc ou jardin de pleine terre protégé, à conserver, restaurer et mettre en valeur;S;PSC-S_07-57_001;Motif de points\n• distance horizontale : 10 pt\n• distance verticale : 10 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 90,140,40 (#5a8c28)\n    • nom du symbole : circle\n    • taille : 5 pt\n\nLigne simple\n• couleur : RVB 90,140,40 (#5a8c28)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;07-57_001;psmv;symbole
07;58;001;Espace libre à dominante végétale protégé, à conserver, restaurer et mettre en valeur;S;PSC-S_07-58_001;Motif de points\n• distance horizontale : 7 pt\n• distance verticale : 7 pt\n\n    Symbole de police\n    • caractère(s) : unicode 252\n    • couleur de remplissage : RVB 90,140,40 (#5a8c28)\n    • famille de police : Wingdings\n    • taille : 6 pt\n\nLigne simple\n• couleur : RVB 90,140,40 (#5a8c28)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;07-58_001;psmv;symbole
07;59;001;Séquence, composition ou ordonnance végétale d’ensemble protégée, à conserver, restaurer et mettre en valeur;;;;L;PSC-L_07-59_001;Ligne de symboles\n• intervalle : 6 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 90,140,40 (#5a8c28)\n    • nom du symbole : circle\n    • taille : 6 pt;;;;07-59_001;psmv;symbole
07;60;001;Arbre remarquable ou autre élément naturel protégé (grotte, rocher, etc.), à conserver, restaurer et mettre en valeur;;;;;;;P;PSC-P_07-60_001;Symbole simple\n• couleur de remplissage : RVB 90,140,40 (#5a8c28)\n• nom du symbole : circle\n• taille : 11 pt;07-60_001;psmv;symbole
07;61;001;Place, cour ou autre espace libre à dominante minérale protégé (pavés, calades, etc.), à conserver, restaurer et mettre en valeur;S;PSC-S_07-61_001;Motif de points\n• déplacement horizontal : 1.5 pt\n• déplacement vertical : 3 pt\n• distance horizontale : 4 pt\n• distance verticale : 4 pt\n\n    Symbole de police\n    • caractère(s) : l (unicode 108)\n    • couleur de remplissage : RVB 100,50,0 (#643200)\n    • famille de police : Wingdings\n    • taille : 1 pt\n\nLigne simple\n• couleur : RVB 100,50,0 (#643200)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;07-61_001;psmv;symbole
07;62;001;Cours d’eau, réseau hydraulique ou étendue aquatique protégé, à conserver, restaurer et mettre en valeur;S;PSC-S_07-62_001;Remplissage simple\n• couleur de remplissage : RVB 100,255,255 (#64ffff)\n• style de trait : pas de ligne;;;;;;;07-62_001;psmv;symbole
07;63;001;Point d’eau ou source protégé, à conserver, restaurer et mettre en valeur ;;;;;;;P;PSC-P_07-63_001;Symbole simple\n• couleur de remplissage : RVB 100,255,255 (#64ffff)\n• nom du symbole : circle\n• taille : 11 pt;07-63_001;psmv;symbole
07;64;001;Passage d’eau souterrain protégé, à conserver, restaurer et mettre en valeur;;;;L;PSC-L_07-64_001;Ligne simple\n• couleur : RVB 100,255,255 (#64ffff)\n• largeur de trait : 3 pt\n• style de trait : ligne en pointillé;;;;07-64_001;psmv;symbole
07;65;001;Espace vert non protégé à requalifier;S;PSC-S_07-65_001;Motif de lignes\n• décalage : 2 pt\n• espacement : 5 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 90,140,40 (#5a8c28)\n    • largeur de trait : 0.8 pt\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 5 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 90,140,40 (#5a8c28)\n    • largeur de trait : 0.8 pt\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 90,140,40 (#5a8c28)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;07-65_001;psmv;symbole
07;66;001;Place, cour, ou autre espace libre à dominante minérale non protégé à requalifier;S;PSC-S_07-66_001;Motif de lignes\n• décalage : 2 pt\n• espacement : 5 pt\n• rotation : 135°\n\n    Ligne simple\n    • couleur : RVB 100,50,0 (#643200)\n    • largeur de trait : 0.8 pt\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 5 pt\n• rotation : 135°\n\n    Ligne simple\n    • couleur : RVB 100,50,0 (#643200)\n    • largeur de trait : 0.8 pt\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 100,50,0 (#643200)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;07-66_001;psmv;symbole
07;67;001;Immeuble bâti non protégé soumis à des dispositions spécifiques ou des règles générales localisées;S;PSC-S_07-67_001;Remplissage simple\n• couleur de remplissage : RVB 221,221,221 (#dddddd)\n• couleur de trait : RVB 102,102,102 (#666666)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;07-67_001;psmv;symbole
07;68;001;Immeuble non bâti ou espace libre non protégé soumis à des dispositions spécifiques ou des règles générales localisées;S;PSC-S_07-68_001;Remplissage simple\n• couleur de remplissage : RVB 255,255,255 (#ffffff)\n• couleur de trait : RVB 102,102,102 (#666666)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;07-68_001;psmv;symbole
07;69;001;Unité urbanistique ou paysagère (secteur, quartier...) soumise à des dispositions spécifiques;S;PSC-S_07-69_001;Ligne simple\n• couleur : RVB 205,100,255 (#cd64ff)\n• largeur de trait : 3 pt\n• modèle de tiret personnalisé (tiret | espace) : [21-6-1-4-1-4-1-4] pt\n• style de cap : rond;;;;;;;07-69_001;psmv;symbole
08;00;001;Terrain cultivé ou non bâti à protéger en zone urbaine;S;PSC-S_08-00_001;Motif de points\n• distance horizontale : 17 pt\n• distance verticale : 17 pt\n\n    Symbole de police\n    • caractère(s) : unicode 252\n    • couleur de remplissage : RVB 45,104,55 (#2d6837)\n    • famille de police : Wingdings\n    • taille : 13 pt\n\nLigne simple\n• couleur : RVB 45,104,55 (#2d6837)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;08-00_001;plu;symbole
13;00;001;Zone à aménager en vue de la pratique du ski;S;PSC-S_13-00_001;Motif de points\n• distance horizontale : 10 pt\n• distance verticale : 10 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 178,178,178 (#b2b2b2)\n    • nom du symbole : square\n    • taille : 5 pt\n\nLigne simple\n• couleur : RVB 178,178,178 (#b2b2b2)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;13-00_001;plu;symbole
14;00;001;Secteur de plan de masse;S;PSC-S_14-00_001;Motif de lignes\n• espacement : 10 pt\n\n    Ligne simple\n    • couleur : RVB 0,0,0 (#000000)\n    • largeur de trait : 1 pt\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 0,0,0 (#000000)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;14-00_001;plu;symbole
15;00;001;Règles d’implantation des constructions;S;PSC-S_15-00_001;Motif de lignes\n• espacement : 17 pt\n\n    Ligne simple\n    • couleur : RVB 255,0,0 (#ff0000)\n    • largeur de trait : 0.8 pt\n    • style de trait : ligne continue\n\nMotif de points\n• distance horizontale : 17 pt\n• distance verticale : 17 pt\n\n    Symbole de police\n    • caractère(s) : V (unicode 86)\n    • couleur de remplissage : RVB 255,0,0 (#ff0000)\n    • famille de police : Arial\n    • point d'ancrage vertical : en dessous\n    • taille : 6 pt\n\nLigne simple\n• couleur : RVB 255,0,0 (#ff0000)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_15-00_001;Ligne de symboles\n• décalage de la ligne : -2 pt\n• décalage le long de la ligne : 8 pt\n• intervalle : 11 pt\n\n    Symbole de police\n    • caractère(s) : V (unicode 86)\n    • couleur de remplissage : RVB 255,0,0 (#ff0000)\n    • famille de police : Arial\n    • style de jointure : angle droit\n    • taille : 6 pt\n\nLigne simple\n• couleur : RVB 255,0,0 (#ff0000)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;P;PSC-P_15-00_001;Symbole Police\n• couleur de remplissage : RVB 255,0,0(#FF0000)\n• police  : Arial Basic Latin\n• unicode : 86\n• taille : 10 pt\n\nSymbole Police\n• couleur de remplissage : RVB 255,0,0(#FF0000)\n• police  : Arial Basic Latin\n• unicode : 95\n• taille : 10 pt\n• décalage Y : -3 pt\n\nSymbole simple\n• nom du symbole: circle\n• taille : 10 pt\n• couleur de remplissage : RVB 255,255,255(#FFFFFF)\n• transparence remplissage : 30%\n• taille contour : 0,5 pt\n• couleur de contour : RVB 255,0,0(#FF0000);15-00 à 03_001 & 98_001;plu;symbole
15;01;001;Implantation des constructions par rapport aux voies et aux emprises publiques;S;PSC-S_15-01_001;;L;PSC-L_15-01_001;;;;;15-01_001;plu;sous-code
15;02;001;Implantation des constructions par rapport aux limites séparatives latérales;S;PSC-S_15-02_001;;L;PSC-L_15-02_001;;;;;15-02_001;plu;sous-code
15;03;001;Implantation des constructions par rapport aux limites des fonds de parcelles;S;PSC-S_15-03_001;;L;PSC-L_15-03_001;;;;;15-03_001;plu;sous-code
15;50;001;Limite maximale d’implantation de construction;S;PSC-S_15-50_001;;L;PSC-L_15-50_001;;;;;15-50_001;psmv;symbole
15;51;001;Limite imposée d’implantation de construction;S;PSC-S_15-51_001;Ligne simple\n• couleur : RVB 255,0,0 (#ff0000)\n• largeur de trait : 1.5 pt\n• style de trait : ligne continue;L;PSC-L_15-51_001;Ligne simple\n• couleur : RVB 255,0,0 (#ff0000)\n• largeur de trait : 1.5 pt\n• style de trait : ligne continue;;;;15-51_001;psmv;symbole
15;98;001;Implantation alternative des constructions;S;PSC-S_15-98_001;;L;PSC-L_15-98_001;;;;;15-98_001;plu;sous-code
16;00;001;Constructions et installations nécessaires à des équipements collectifs en zone A ou N;S;PSC-S_16-00_001;Motif de points\n• distance horizontale : 15 pt\n• distance verticale : 15 pt\n\n    Symbole de police\n    • caractère(s) : unicode 158\n    • couleur de remplissage : RVB 230,195,0 (#e6c300)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\nLigne simple\n• couleur : RVB 230,195,0 (#e6c300)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;P;PSC-P_16-00_001;Symbole de police\n• caractère(s) : unicode 158\n• couleur de remplissage : RVB 230,195,0 (#e6c300)\n• famille de police : Wingdings 2\n• taille : 10 pt;16-00 à 02 & 04 à 05_001;plu;symbole
16;01;001;Bâtiment susceptible de changer de destination en zone A ou N;S;PSC-S_16-01_001;;;;;P;PSC-P_16-01_001;;16-01_001;plu;sous-code
16;02;001;Bâtiments d’habitation existants pouvant faire l’objet d’extensions ou d’annexes en zone A ou N;S;PSC-S_16-02_001;;;;;P;PSC-P_16-02_001;;16-02_001;plu;sous-code
16;03;001;Secteur de taille et de capacité d’accueil limitées (STECAL) en zone A ou N;S;PSC-S_16-03_001;Motif de points\n• distance horizontale : 15 pt\n• distance verticale : 15 pt\n\n    Symbole de police\n    • caractère(s) : unicode 158\n    • couleur de remplissage : RVB 245,122,122 (#f57a7a)\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\nLigne simple\n• couleur : RVB 245,122,122 (#f57a7a)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;P;PSC-P_16-03_001;Symbole de police\n• caractère(s) : unicode 158\n• couleur de remplissage : RVB 245,122,122 (#f57a7a)\n• famille de police : Wingdings 2\n• taille : 10 pt;16-03_001;plu;symbole
16;04;001;Constructions et installations nécessaires à l’activité agricole en zone A ou N;S;PSC-S_16-04_001;;;;;P;PSC-P_16-04_001;;16-04_001;plu;sous-code
16;05;001;Diversification de l'activité agricole : transformation, conditionnement et ventes de produits agricoles (activités liées au tourisme exclues);S;PSC-S_16-05_001;;;;;P;PSC-P_16-05_001;;16-05_001;plu;sous-code
17;00;001;Secteur à programme de logements mixité sociale en zone U et AU;S;PSC-S_17-00_001;Motif de points\n• distance horizontale : 24 pt\n• distance verticale : 24 pt\n\n    Symbole de police\n    • caractère(s) : unicode 122\n    • couleur de remplissage : RVB 143,33,170 (#8f21aa)\n    • famille de police : Wingdings 3\n    • taille : 8 pt\n\n    Symbole de police\n    • caractère(s) : unicode 99\n    • couleur de remplissage : RVB 143,33,170 (#8f21aa)\n    • famille de police : Webdings\n    • taille : 6 pt\n\n• décalage horizontal : 12 pt\n• décalage vertical : 12 pt\n• distance horizontale : 24 pt\n• distance verticale : 24 pt\n\n    Symbole de police\n    • caractère(s) : unicode 122\n    • couleur de remplissage : RVB 143,33,170 (#8f21aa)\n    • famille de police : Wingdings 3\n    • taille : 8 pt\n\n    Symbole de police\n    • caractère(s) : unicode 99\n    • couleur de remplissage : RVB 143,33,170 (#8f21aa)\n    • famille de police : Webdings\n    • taille : 6 pt\n\nLigne simple\n• couleur : RVB 143,33,170 (#8f21aa)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;17-00_001;plu;symbole
